"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_1058";"v_872";"v_877";"v_878";"v_879";"v_85";"v_451";"v_870";"v_873";"v_874";"v_1135";"v_876";"v_1046";"v_1035";"v_1056";"v_1057";"v_1053";"v_1060";"v_1061";"v_1062";"v_1063";"v_1064";"v_1065";"v_1066";"v_1067";"v_1068";"v_1069";"v_1070";"v_1071";"v_1072";"v_1073";"v_1074";"v_1075";"v_1076";"v_1077";"v_1078";"v_1079";"v_1080";"v_1081";"v_1082";"v_1085";"v_1086";"v_1087";"v_1088";"v_1089";"v_1090";"v_1091";"v_1092";"v_1093";"v_1094";"v_1095";"v_1096";"v_1097";"v_1098";"v_1099";"v_1100";"v_1101";"v_1102";"v_1103";"v_1104";"v_1105";"v_1106";"v_1107";"v_1108";"v_1109";"v_1110";"v_1111";"v_1112";"v_1113";"v_1114";"v_1115";"v_1116";"v_1117";"v_1118";"v_1119";"v_1120";"v_1121";"v_1122";"v_1123";"v_1124";"v_1125";"v_1126";"v_1127";"v_1128";"v_1129";"v_1130";"v_1131";"v_1132";"v_1133";"v_1134";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts4384348";"rts4384349";"rts4384394";"rts4384468";"rts4384469";"rts4384897";"rts4385026";"rts4385055";"rts4385159";"rts4385550";"rts4385552"
"121";"0";"0";"31";"4384395";"-77";"5881";"64";"1";"26";"4";"1995";"2";"Kaufmann";"1";"2";"2";"2";"2";"2";"-77";"-77";"-66";"-66";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"d02f959b4d3248198da5107354b905b6";"1";"0";"1445966472";"2015-10-27 17:21:12";"2015-10-27 18:59:13";"0000-00-00 00:00:00";"5349";"5425";"5881";"5510";"5691";"5430";"0";"0";"5597";"5781";"5878"
"122";"0";"0";"31";"4384395";"-77";"6169";"61";"2";"21";"3";"1996";"2";"Informatikerin";"2";"2";"2";"01";"1";"1";"3";"2";"Splatoon, Wii U";"Keyboard";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"9747913b49d8dd6d0cd0536c6878d496";"1";"0";"1445966492";"2015-10-27 17:21:32";"2015-10-27 19:04:21";"0000-00-00 00:00:00";"5330";"5450";"6169";"5758";"5969";"5624";"5516";"5603";"5876";"6067";"6161"
"123";"0";"0";"31";"4384395";"-77";"4795";"66";"2";"26";"11";"1993";"5";"Psychologie";"1";"1";"1";"2";"2";"2";"-77";"-77";"-66";"-66";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"9fda18bd310eb38f32a14043e8e5aacc";"1";"0";"1446030937";"2015-10-28 11:15:37";"2015-10-28 12:35:32";"0000-00-00 00:00:00";"3978";"4031";"4795";"4193";"4438";"4060";"0";"0";"4335";"4627";"4758"
"124";"0";"0";"31";"4384395";"-77";"458";"65";"2";"16";"1";"1992";"5";"Psychologie";"1";"1";"2";"0";"1";"1";"1";"2";"Doodlejump";"Cello";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"6716f5064f7b5050e890946b34976d14";"1";"0";"1446034874";"2015-10-28 12:21:14";"2015-10-28 12:28:52";"0000-00-00 00:00:00";"17";"90";"458";"187";"306";"135";"127";"131";"263";"359";"434"
"125";"0";"0";"31";"4384395";"-77";"561";"67";"2";"14";"4";"1994";"2";"Fachfrau Betreuung Kind";"2";"3";"2";"1";"1";"2";"1";"2";"Singstar ";"-66";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"c3869a8909ea1173f10544b5a7e258eb";"1";"0";"1446057529";"2015-10-28 18:38:49";"2015-10-28 18:48:10";"0000-00-00 00:00:00";"49";"118";"561";"221";"385";"147";"142";"0";"309";"460";"555"
"126";"0";"0";"31";"4384395";"-77";"517";"68";"2";"30";"1";"1995";"3";"Kaufmännische Richtung";"1";"1";"2";"1";"1";"2";"1";"2";"Farm Ville";"-66";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4384468,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"6272c6ecea91d3fa3a68e84cd4ab237b";"1";"0";"1446057550";"2015-10-28 18:39:10";"2015-10-28 18:47:47";"0000-00-00 00:00:00";"28";"85";"517";"208";"350";"129";"124";"0";"283";"415";"514"
"127";"0";"0";"22";"4384394";"-77";"409";"69";"2";"11";"11";"1993";"5";"Psychologie";"2";"2";"2";"1";"1";"2";"1";"2";"brain dots";"-66";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"1";"1";"0";"-77";"-77";"985e7368dccebd489cb9a6a78d474012";"1";"0";"1446128825";"2015-10-29 14:27:05";"2015-10-29 14:35:10";"0000-00-00 00:00:00";"34";"79";"0";"209";"342";"136";"134";"0";"279";"409";"485"
"128";"0";"0";"22";"4384349";"-77";"0";"888";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-66";"-77";"-77";"-77";"-77";"-66";"-66";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349";"1";"0";"0";"-77";"-77";"03d8f6ff908429d3765aed52da17a4f0";"1";"0";"1446294170";"2015-10-31 12:22:50";"2015-10-31 12:24:20";"0000-00-00 00:00:00";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"132";"0";"0";"31";"4384395";"-77";"5954";"75";"1";"19";"7";"1995";"2";"Dipl. Wirtschaftsinformatiker HF";"1";"1";"2";"3";"1";"1";"3";"1";"Battlefield";"Saxophon";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"789d6ba0987d3cd81dd6e297229a276c";"1";"0";"1446295579";"2015-10-31 12:46:19";"2015-10-31 14:25:33";"0000-00-00 00:00:00";"5484";"5561";"5954";"5679";"5801";"5591";"5580";"5589";"5737";"5869";"5950"
"133";"0";"0";"31";"4384395";"-77";"5989";"74";"1";"1";"6";"1995";"2";"Metallbauer";"1";"2";"1";"1";"1";"1";"3";"1";"Halo";"Gitarre";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"f41fa1732b6a46af1d0fd111e42117a1";"1";"0";"1446295587";"2015-10-31 12:46:27";"2015-10-31 14:26:16";"0000-00-00 00:00:00";"5476";"5545";"5989";"5678";"5848";"5610";"5579";"5586";"5767";"5909";"5986"
"134";"0";"0";"31";"4384395";"-77";"5934";"72";"2";"25";"7";"1993";"2";"Detailhandelsfachfrau";"1";"1";"1";"1";"1";"2";"1";"2";"monsterbooster";"-66";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"c2d9a176e9290bba29c11f34039db027";"1";"0";"1446295607";"2015-10-31 12:46:47";"2015-10-31 14:25:41";"0000-00-00 00:00:00";"5474";"5536";"5934";"5656";"5785";"5590";"5585";"0";"5726";"5852";"5931"
"136";"0";"0";"31";"4384395";"-77";"5879";"70";"1";"16";"5";"1994";"2";"KV";"1";"1";"2";"2";"1";"2";"1";"2";"im mo. keins";"-66";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"b68618ec202527c74763c2f3d5052a15";"1";"0";"1446295618";"2015-10-31 12:46:58";"2015-10-31 14:24:57";"0000-00-00 00:00:00";"5482";"5528";"5879";"5606";"5725";"5552";"5550";"0";"5661";"5791";"5877"
"137";"0";"0";"31";"4384395";"-77";"5922";"71";"1";"1";"10";"1992";"2";"Project Controller";"1";"2";"2";"1";"1";"1";"3";"1";"Battlefield 4";"Akkordeon / Klavier / Gitarre";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"60399a58862aaf954686f804e755ef9c";"1";"0";"1446295625";"2015-10-31 12:47:05";"2015-10-31 14:25:47";"0000-00-00 00:00:00";"5495";"5566";"5922";"5652";"5762";"5599";"5583";"5597";"5712";"5816";"5904"
"138";"0";"0";"31";"4384395";"-77";"6617";"76";"2";"20";"4";"1996";"4";"Gymnasium";"2";"2";"1";"2";"2";"1";"-77";"-77";"-66";"Klavier";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"f33bc29cf1327819dc7603065cfbee2e";"1";"0";"1446301776";"2015-10-31 14:29:36";"2015-10-31 16:19:53";"0000-00-00 00:00:00";"6283";"6349";"6617";"6407";"6509";"6357";"0";"6354";"6465";"6557";"6613"
"140";"0";"0";"31";"4384395";"-77";"380";"73";"2";"6";"10";"1997";"1";"Schülerin";"1";"1";"2";"0";"2";"1";"-77";"-77";"-66";"Geige";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"2";"Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4385552,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"54c3e0327253add70c8aa871db65423c";"1";"0";"1446308045";"2015-10-31 16:14:05";"2015-10-31 16:20:25";"0000-00-00 00:00:00";"12";"75";"380";"140";"248";"96";"0";"82";"198";"300";"373"
"142";"0";"0";"22";"4384394";"-77";"324";"77";"2";"14";"9";"94";"5";"Psychologie";"1";"1";"2";"1";"2";"2";"-77";"-77";"-66";"-66";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"1";"1";"0";"-77";"-77";"d4df2458aa4be9019f484227fa07e4b3";"1";"0";"1446458497";"2015-11-02 10:01:37";"2015-11-02 10:08:26";"0000-00-00 00:00:00";"14";"76";"0";"135";"259";"79";"0";"0";"206";"324";"409"
"143";"0";"0";"31";"4384395";"-77";"481";"78";"2";"13";"12";"1994";"5";"Psychologie";"1";"2";"2";"2";"1";"1";"2";"2";"Candy ";"Klavier";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"1";"0";"-77";"-77";"caaf6f8e5bfdd9e58fae8bf8dcf9e575";"1";"0";"1446458502";"2015-11-02 10:01:42";"2015-11-02 10:09:43";"0000-00-00 00:00:00";"8";"69";"481";"214";"344";"136";"103";"119";"284";"409";"474"
"144";"0";"0";"31";"4384395";"-77";"526";"79";"2";"24";"7";"1996";"4";"Pschologie";"1";"1";"1";"2";"1";"1";"2";"2";"Pokémon Omega Ruby";"Gitarre";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385026,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"0";"0";"0";"-77";"-77";"a890e8ea8a19ebd68abbdaff5d4d45fb";"1";"0";"1446458502";"2015-11-02 10:01:42";"2015-11-02 10:10:28";"0000-00-00 00:00:00";"9";"70";"526";"190";"354";"125";"107";"114";"271";"429";"523"
"145";"0";"0";"31";"4384395";"-77";"4759";"81";"2";"25";"10";"1995";"2";"Pharma-Assistentin";"1";"2";"2";"1";"2";"2";"-77";"-77";"-66";"-66";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"629378c11fca2f706bd060c5d32c7261";"1";"0";"1446540540";"2015-11-03 08:49:00";"2015-11-03 10:08:19";"0000-00-00 00:00:00";"4199";"4279";"4759";"4380";"4575";"4300";"0";"0";"4478";"4670";"4757"
"147";"0";"0";"22";"4384394";"-77";"4545";"82";"2";"23";"6";"1995";"5";"Psychologie";"1";"1";"1";"1";"2";"1";"-77";"-77";"-66";"Blockflöte, Schlagzeug";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394";"0";"0";"0";"-77";"-77";"2eddc8efeef7cf3ffb0c852042ccd096";"1";"0";"1446540551";"2015-11-03 08:49:11";"2015-11-03 10:06:16";"0000-00-00 00:00:00";"4198";"4272";"0";"4377";"4491";"4314";"0";"4289";"4438";"4545";"4625"
"148";"0";"0";"31";"4384395";"-77";"4577";"80";"2";"23";"7";"1995";"5";"Psychologie";"1";"1";"1";"1";"2";"1";"-77";"-77";"-66";"Klavier";"1";"1";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"Mozilla/5.0 (Windows NT 6.1; rv:41.0) Gecko/20100101 Firefox/41.0";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-99";"4384348,4384349,4385025,4385054,4385055,4384897,4384468,4385159,4384469,4385550,4385552,4384394,4384395";"1";"0";"0";"-77";"-77";"6f7c9c4d42f36287ee8dbba1ddd45bc5";"1";"0";"1446540590";"2015-11-03 08:49:50";"2015-11-03 10:06:07";"0000-00-00 00:00:00";"4149";"4203";"4577";"4295";"4431";"4227";"0";"4215";"4374";"4491";"4565"
